Date mutation;Nature mutation;Surface Carrez du 1er lot;Valeur fonciere;Commune;No voie;Type de voie;Code voie;Voie;Code postal;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
19/05/2020;Vente;78;248000 ;COMBS LA VILLE;11;ALL;0813;DU PETIT CHENE;77380;77;122;;B;1692;;11;78;1;1;Maison;80;4;
11/06/2020;Vente;78;165000 ;CHELLES;27;AV;3291;DES SCIENCES;77500;77;108;;AD;183;;3;78;1;1;Maison;60;3;
26/06/2020;Vente;78;450000 ;VALLAURIS;127;CHE;0973;DES TUILIERES;6220;6;155;;AB;89;;11;78;1;1;Maison;90;5;
02/06/2020;Vente;78;186000 ;YVETOT;2;RUE;0890;SAINT FRANCOIS;76190;76;758;;AI;1155;;171;78;1;1;Maison;75;4;
14/05/2020;Vente;78;245000 ;MEAUX;20;RUE;0890;NOEFORT;77100;77;284;;BC;1003;;6;78;1;1;Maison;77;4;
05/05/2020;Vente;78;60500 ;MONTARGIS;10;RUE;0870;HOCHE;45200;45;208;;AP;85;;1;78;2;1;Maison;78;3;
15/05/2020;Vente;78;395600 ;BORDEAUX;192;RUE;3040;DE L ECOLE NORMALE CAUD;33200;33;63;;NT;156;;9;78;1;1;Maison;80;4;
30/06/2020;Vente;78;281300 ;GALLUIS;19;RUE;0480;DE LA TUILERIE;78490;78;262;;X;205;;2;78;2;1;Maison;95;4;
11/06/2020;Vente;78;150000 ;LACROIX ST OUEN;77;RUE;0135;JEAN JAURES;60610;60;338;;AK;321;;1;78;4;1;Maison;97;4;
17/02/2020;Vente;78;94000 ;VERNEUIL SUR SERRE;21;RUE;0010;CHARLES DE GAULLE;2000;2;787;;A;1442;;1;78;1;1;Maison;123;3;
09/04/2020;Vente;78;88000 ;LAON;32;RUE;1590;DE LA LINOTTE;2000;2;408;;BT;258;;107;78;1;1;Maison;82;4;
04/06/2020;Vente;78;350000 ;CHAMPIGNY-SUR-MARNE;4;IMP;8823;SAINT ETIENNE;94500;94;17;;AH;61;;2;78;1;1;Maison;97;5;
13/06/2020;Vente;78;124000 ;SAINT-MALO;12;RUE;6890;DU PORT;35400;35;288;;BM;233;;3;78;1;1;Maison;40;2;
29/05/2020;Vente;78;90000 ;ST DENIS-LANNERAY;79;RTE;0179;NATIONALE;28200;28;334;;AC;17;;3;78;1;1;Maison;80;4;
01/04/2020;Vente;78;161500 ;OLIVET;20;ALL;0665;DE LA PETITE CERISE;45160;45;232;;BS;530;;18;78;1;1;Maison;80;4;
14/02/2020;Vente;78;290000 ;SAINT-QUAY-PORTRIEUX;2;RUE;0273;DU GEN DE CASTELNAU;22410;22;325;;D;157;;21;78;1;1;Maison;81;3;
07/05/2020;Vente;78;405000 ;PALAISEAU;16;ALL;4097;DU PONT DES BEAUNES;91120;91;477;;Y;157;;52;78;1;1;Maison;77;4;
31/01/2020;Vente;78;207000 ;LOUVRES;16;SQ;0253;DE TOURS;95380;95;351;;AD;316;;169;78;1;1;Maison;77;4;
13/03/2020;Vente;78;830000 ;LEGE-CAP-FERRET;9012;AV;1590;DU SEMAPHORE CAP FERRET;33970;33;236;;LR;22;;4;78;1;1;Maison;85;3;
19/02/2020;Vente;78;159430 ;LA BAZOGE;23;RUE;0530;DES MYOSOTIS;72650;72;24;;AB;81;;17;78;1;1;Maison;78;4;355
25/02/2020;Vente;78;225000 ;GUIGNEVILLE;41;RUE;0025;DE CLERCY;91590;91;293;;C;1757;;3;78;1;1;Maison;80;4;
02/03/2020;Vente;78;386000 ;LA ROQUETTE SUR SIAGNE;560;CHE;0090;DE L ECOLE VIEILLE;6550;6;108;;AR;45;;4;78;1;1;Maison;79;4;
24/01/2020;Vente;78;358890 ;MARCY-L ETOILE;283;RUE;0130;MARIE ALIBERT;69280;69;127;;AH;13;;7;78;1;1;Maison;73;4;
07/04/2020;Vente;78;475000 ;BIOT;830;CHE;0160;DES CABOTS;6410;6;18;;BP;125;;1;78;1;1;Maison;81;4;
24/06/2020;Vente;78;150000 ;ST-PAUL-LES-DAX;115;CHEM;0308;DE LATINE;40990;40;279;;BH;329;;13;78;1;1;Maison;78;4;
15/01/2020;Vente en l'état futur d'achèvement;78;315000 ;NANDY;115;AV;0355;DU PAVILLON BOURET;77176;77;326;;C;586;;35;78;1;1;Maison;78;3;
28/01/2020;Vente;78;266000 ;NIMES;620;CHE;4013;DES HAUTS DE NIMES;30900;30;189;;BP;95;;535;78;1;1;Maison;80;4;
08/04/2020;Vente;78;181930 ;ROISSY-EN-FRANCE;;;B024;DERRIERE LES TOURNELLES;95700;95;527;;AN;366;;29;78;1;1;Maison;78;4;
14/02/2020;Vente;78;123500 ;AMIENS;19;ALL;7549;DE LA SIXIEME HEURE;80000;80;21;;IP;1112;;48;78;1;1;Maison;78;3;
17/03/2020;Vente;78;295700 ;VILLENAVE D ORNON;8;AV;0490;DU GENERAL CASTELNAU;33140;33;550;;AY;663;;2;78;1;1;Maison;80;4;
20/02/2020;Vente;78;356980 ;VILLENAVE D ORNON;13;RUE;0975;MAURIAC;33140;33;550;;CM;13;;313;78;1;1;Maison;100;4;
05/03/2020;Vente;78;268000 ;LIMEIL-BREVANNES;2;PL;0092;CHATEAUBRIAND;94450;94;44;;AE;485;;10;78;3;1;Maison;82;5;
29/01/2020;Vente;78;219000 ;TRILPORT;6;;0660;RESIDENCE DE LA MARNE;77470;77;475;;AP;188;;37;78;1;1;Maison;77;4;
21/02/2020;Vente;78;198000 ;LEVIGNEN;19;RUE;0046;DE PARIS;60800;60;358;;C;1107;;16;78;1;1;Maison;79;4;
18/06/2020;Vente;78;239000 ;GUIGNEVILLE;8;GR;0062;GRANDE RUE;91590;91;293;;C;812;;1;78;1;1;Maison;78;3;
19/06/2020;Vente;78;163000 ;AVIGNON;12;IMP;4951;PIERRE EMMANUEL;84000;84;7;;IO;361;;6;78;1;1;Maison;75;4;
28/05/2020;Vente;78;269900 ;ROISSY-EN-BRIE;9;SQ;0348;FRANCOIS BOUCHER;77680;77;390;;AB;474;;125;78;1;1;Maison;78;4;
12/05/2020;Vente;78;200000 ;ORGERES;19;ALL;0109;DU PRE NEUF;35230;35;208;;E;824;;3;78;1;1;Maison;73;4;
18/05/2020;Vente;78;273000 ;NANTES;13;AV;2943;DE L ETOILE DE MER;44300;44;109;;WM;125;;13;78;1;1;Maison;78;4;
10/02/2020;Vente;78;185000 ;OLIVET;3;RUE;0685;DES PINSONS;45160;45;232;;AN;218;;4;78;1;1;Maison;80;4;76
20/04/2020;Vente;78;180000 ;PETIT QUEVILLY (LE);108;RUE;1040;PIERRE SEMARD;76140;76;498;;AV;560;;8;78;1;1;Maison;80;4;
10/03/2020;Vente;78;449000 ;SAINT-CYR-SUR-MER;6;RUE;0182;DU LOT LA BANETTE;83270;83;112;;CI;24;;6;78;1;1;Maison;74;5;
23/01/2020;Vente;78;312200 ;ANTIBES;11;AV;0600;DE CANNES;6160;6;4;;CV;89;;1;78;1;1;Maison;61;3;
17/01/2020;Vente;78;287000 ;SABLES-D'OLONNE (LES);28;RUE;3461;DU PRE ETIENNE;85180;85;194;60;D;1443;;9;78;1;1;Maison;78;4;
03/04/2020;Vente;78;300000 ;MASSY;8;RUE;2830;DE LONDRES;91300;91;377;;AO;96;;8;78;1;1;Maison;65;4;
26/02/2020;Vente;78;253000 ;SETE;8;IMP;1951;DE LA SOURCE;34200;34;301;;BK;108;;4;78;1;1;Maison;67;4;
15/05/2020;Vente;78;218000 ;COMBS LA VILLE;11;RUE;0631;DU LOING;77380;77;122;;AB;335;;6;78;1;1;Maison;103;5;
14/02/2020;Vente;78;72000 ;ROMILLY SUR SEINE;8;RUE;0761;JEAN MONNET;10100;10;323;;AS;573;;2;78;2;1;Maison;71;3;
22/05/2020;Vente;78;205000 ;VILLENOY;10;RUE;0260;THIERS;77124;77;513;;AI;506;;11;78;3;1;Maison;75;4;
27/05/2020;Vente;78;716000 ;MEGEVE;395;RUE;0094;BEAU SOLEIL;74120;74;173;;BC;51;;12;78;1;1;Maison;81;4;
06/01/2020;Vente;78;181230 ;ROISSY-EN-FRANCE;;;B024;DERRIERE LES TOURNELLES;95700;95;527;;AN;366;;27;78;1;1;Maison;78;4;
28/02/2020;Vente;78;254000 ;LEUDEVILLE;23;RUE;0100;DE LA CROIX BOISSEE;91630;91;332;;A;711;;1;78;1;1;Maison;86;3;
26/02/2020;Vente;78;225000 ;BRETIGNY SUR ORGE;47;RUE;0805;DES ERABLES;91220;91;103;;A;460;;3;78;2;1;Maison;77;4;
30/05/2020;Vente;78;174000 ;CHAMBRY;3;RUE;0100;D ORTHEUIL;77910;77;77;;B;697;;15;78;1;1;Maison;80;4;
14/02/2020;Vente;77;262400 ;NANTES;8;AV;4207;D HOEDIC;44300;44;109;;BE;430;;45;77;1;1;Maison;77;4;
04/02/2020;Vente;77;355000 ;BIEVRES;76;RUE;1440;DE PARIS;91570;91;64;;D;252;;32;77;1;1;Maison;77;4;
21/01/2020;Vente;77;236000 ;TOSSE;6;RUE;0070;DE LACOMIAN;40230;40;317;;AO;2;;3;77;1;1;Maison;81;4;
06/03/2020;Vente;77;192000 ;TRIEL SUR SEINE;168;RUE;0730;PAUL DOUMER;78510;78;624;;AY;606;;6;77;1;1;Maison;76;4;
09/01/2020;Vente;77;255000 ;SABLES-D'OLONNE (LES);28;RUE;3461;DU PRE ETIENNE;85180;85;194;60;AT;262;;48;77;1;1;Maison;77;4;
15/06/2020;Vente;77;213000 ;GUIGNES;32;RUE;0280;DE MORTRY;77390;77;222;;AK;368;;10;77;3;1;Maison;88;3;
19/02/2020;Vente;77;210000 ;MARSEILLE 13EME;31;PARC;A947;DES VIEUX CYPRES;13013;13;213;880;A;23;;5059;77;1;1;Maison;68;4;
18/05/2020;Vente;77;165000 ;LILLE;73;RUE;6924;DE LA PLAINE;59000;59;350;;OW;143;;13;77;1;1;Maison;72;3;
24/04/2020;Vente;77;160000 ;LES PONTS DE CE;239;RUE;0320;FERDINAND VEST;49130;49;246;;AV;369;;402;77;3;1;Maison;97;5;
14/02/2020;Vente;77;214000 ;LE POULIGUEN;9004;RUE;0745;LOUIS LODAY;44510;44;135;;AX;322;;2;77;1;1;Maison;77;4;135
27/02/2020;Vente;77;260000 ;BREUILLET;53;RUE;0150;DES ECOLES;91650;91;105;;AP;174;;2;77;1;1;Maison;79;4;
30/06/2020;Vente;77;114500 ;AVIGNON;68;BD;6300;SIXTE ISNARD;84000;84;7;;IK;635;;1;77;1;1;Maison;77;4;
29/05/2020;Vente;77;352000 ;VILLIERS-SUR-MARNE;86;BD;0447;DE FRIEDBERG;94350;94;79;;AC;34;;1;77;1;1;Maison;77;4;
26/05/2020;Vente;77;305000 ;MONTREUIL;187;RUE;5138;LENAIN DE TILLEMONT;93100;93;48;;CG;77;;1;77;1;1;Maison;79;3;
24/01/2020;Vente;77;277000 ;CHANTELOUP EN BRIE;2;PASS;0046;DES CAMPANULES;77600;77;85;;YA;316;;81;77;1;1;Maison;77;4;
10/02/2020;Vente;77;150000 ;CHATEAUBOURG;10;;0322;SQUARE SAINTE ANNE;35220;35;68;;AK;222;;2;77;1;1;Maison;78;5;
14/01/2020;Vente;77;590000 ;SAINT-MAUR-DES-FOSSES;15;AV;0613;BALZAC;94210;94;68;;BM;76;;4;77;3;1;Maison;73;3;
14/02/2020;Vente;77;268000 ;ORMOY;20;RUE;0035;CEPAGE BAKO;91540;91;468;;A;856;;31;77;1;1;Maison;76;4;
24/01/2020;Vente;77;270000 ;CARRIERES SOUS POISSY;80;AV;0272;PIERRE DE COUBERTIN;78955;78;123;;AS;917;;20;77;1;1;Maison;77;4;
28/02/2020;Vente;77;210000 ;BOUFFEMONT;11;RUE;0137;DE FRANCHE COMTE;95570;95;91;;AL;104;;34;77;1;1;Maison;77;4;
16/05/2020;Vente;77;260000 ;AYTRE;30;AV;0170;EDMOND GRASSET;17440;17;28;;AK;35;;22;77;1;1;Maison;79;4;
19/05/2020;Vente;77;229300 ;VILLENEUVE-D'ASCQ;2;ALL;4927;DES HISTORIENS;59650;59;9;;PD;178;;113;77;1;1;Maison;78;4;
12/06/2020;Vente;77;540000 ;DEAUVILLE;22;AV;0350;HOCQUART DE TURTOT;14800;14;220;;AC;324;;1;77;1;1;Maison;82;5;
08/01/2020;Vente;77;247000 ;YERRES;9;ALL;2335;LAVOISIER;91330;91;691;;BC;30;;5;77;1;1;Maison;78;4;
15/04/2020;Vente;77;655000 ;SOISY-SUR-ECOLE;13;RUE;0010;DE LA CRX BUSSIERE;91840;91;599;;C;1589;;3;77;1;1;Maison;60;3;
12/05/2020;Vente;77;420000 ;THIAIS;33;RUE;7144;PAUL AUSTER;94320;94;73;;B;305;;17;77;1;1;Maison;74;4;
30/01/2020;Vente;77;372600 ;TALENCE;17;RUE;2500;DE SUZON;33400;33;522;;AM;420;;20;77;1;1;Maison;79;3;
14/05/2020;Vente;77;259750 ;POINCY;4;RUE;0061;DE DAMPLEGER;77470;77;369;;C;698;;2;77;1;1;Maison;77;4;500
14/05/2020;Vente;77;259750 ;POINCY;4;RUE;0061;DE DAMPLEGER;77470;77;369;;C;698;;2;77;1;1;Maison;77;4;269
07/02/2020;Vente;77;118000 ;TADEN;1;RUE;0011;DE LA GRANDE COCAGNE;22100;22;339;;AD;1;;1;77;1;1;Maison;82;4;
13/01/2020;Vente;77;251000 ;MARSEILLE 16EME;43;RUE;5236;LE PELLETIER;13016;13;216;908;H;100;;5;77;2;1;Maison;90;3;
05/03/2020;Vente;77;152510 ;LOOS;27;RUE;0465;DU GENERAL LECLERC;59120;59;360;;AN;1023;;5;77;1;1;Maison;78;3;
28/01/2020;Vente;77;825700 ;RUEIL-MALMAISON;24;RUE;3600;DES TALUS;92500;92;63;;AK;150;;1;77;1;1;Maison;80;4;
10/01/2020;Vente;77;265000 ;ABLON-SUR-SEINE;12;RUE;0540;SAINT GEORGES;94480;94;1;;AE;62;;42;77;1;1;Maison;75;3;
31/01/2020;Vente;77;245800 ;MARCQ EN BAROEUL;178;RUE;1230;JULES DELCENSERIE;59700;59;378;;BN;452;;1;77;1;1;Maison;91;4;
11/03/2020;Vente;77;195000 ;MENUCOURT;19;RUE;0030;DES DOURDELLES;95180;95;388;;AE;5;;68;77;1;1;Maison;78;4;
22/01/2020;Vente;77;137000 ;TOURY;6;RUE;0050;DES CASERNES;28310;28;391;;AA;197;;2;77;1;1;Maison;85;4;
30/05/2020;Vente;77;100000 ;PAMIERS;19;RUE;3670;DES PYRENEES;9100;9;225;;I;1344;;22;77;1;1;Maison;78;4;
02/03/2020;Vente;77;247200 ;VILLEPARISIS;19;RUE;1164;DES PEUPLIERS;77270;77;514;;AD;380;;1;77;1;1;Maison;82;4;
17/02/2020;Vente;77;275000 ;ALLAUCH;9001;;A719;LES TOITS DE LA POUNCHE;13190;13;2;;EN;42;;92;77;1;1;Maison;81;4;
30/06/2020;Vente;77;233600 ;AUCAMVILLE;3;IMP;0082;CANTEGRIL;31140;31;22;;AB;179;;1;77;1;1;Maison;79;4;
25/02/2020;Vente;77;200000 ;SAINT-MALO;37;RUE;8221;DU TERTRE VERRINE;35400;35;288;;CI;349;;1;77;1;1;Maison;75;8;
28/05/2020;Vente;77;481900 ;BRY-SUR-MARNE;28;RUE;6170;DES MOINES ST MARTIN;94360;94;15;;AC;42;;3;77;2;1;Maison;79;4;
11/06/2020;Vente;77;132000 ;BELLEVILLE-EN-BEAUJOLAIS;19;RUE;0560;MAL FOCH;69220;69;19;;AD;68;;11;77;2;1;Maison;80;4;
30/01/2020;Vente;77;240000 ;PORNICHET;8;ALL;0745;DU LIEUTENANT LARSON;44380;44;132;;BH;324;;8;77;1;1;Maison;78;7;
07/05/2020;Vente;77;275000 ;BRETIGNY SUR ORGE;57;RUE;1112;GEORGES CHARLES BURGER;91220;91;103;;AH;447;;73;77;1;1;Maison;101;4;
16/01/2020;Vente;77;354000 ;SIX-FOURS-LES-PLAGES;706;AV;1845;DU VERGER;83140;83;129;;AC;1342;;1;77;1;1;Maison;73;2;
28/05/2020;Vente;77;210480 ;CASTRES GIRONDE;13;PL;0011;DE L'AIRIAL;33640;33;109;;A;1847;;8;77;1;1;Maison;79;4;
28/01/2020;Vente;77;18000 ;BORT LES ORGUES;64;RUE;0125;BRANLY;19110;19;28;;AK;99;;2;77;1;1;Maison;70;3;
04/03/2020;Vente;77;250024 ;AVRILLE;6;RUE;0626;JEAN-PAUL GIRARD;49240;49;15;;BD;290;;2;77;1;1;Maison;80;4;
30/01/2020;Vente;77;360000 ;MARSEILLE 13EME;1;ALL;7099;DU PIC DE L ETOILE;13013;13;213;885;A;225;;1;77;1;1;Maison;80;4;
24/01/2020;Vente;77;238500 ;GARONS;12;IMP;0251;DU COUSSOUN;30128;30;125;;AR;357;;8;77;1;1;Maison;80;4;
20/02/2020;Vente;77;444000 ;LE PERREUX-SUR-MARNE;89;AV;5110;LAMARTINE;94170;94;58;;C;78;;2;77;2;1;Maison;85;3;
15/06/2020;Vente;77;405000 ;PALAISEAU;24;ALL;4097;DU PONT DES BEAUNES;91120;91;477;;Y;157;;51;77;1;1;Maison;77;4;
21/02/2020;Vente;77;285400 ;PLAISIR;10;RUE;0438;MICHEL ANGE;78370;78;490;;AM;129;;123;77;1;1;Maison;78;4;
29/05/2020;Vente;77;299000 ;LIMEIL-BREVANNES;19;AV;0330;DE MESLY;94450;94;44;;AD;484;;5;77;1;1;Maison;76;4;
28/04/2020;Vente;77;295810 ;BEGLES;33;RUE;1400;MARCEL SEMBAT;33130;33;39;;AE;90;;6;77;1;1;Maison;50;1;
09/03/2020;Vente;77;211500 ;BREUILLET;18;RUE;0055;DE LA BOISSIERE;91650;91;105;;AI;17;;1;77;1;1;Maison;77;4;
07/02/2020;Vente;77;236786 ;CERGY;11;RUE;1768;DE LA TERMINALE;95800;95;127;;DS;227;;42;77;1;1;Maison;76;5;
31/01/2020;Vente;77;565000 ;SAINT-CYR-SUR-MER;143;RTE;0077;DE LA CADIERE;83270;83;112;;CY;225;;2;77;1;1;Maison;76;4;
03/06/2020;Vente;77;262000 ;MONTPELLIER;1;RUE;4973;ROSSINI;34070;34;172;;IL;105;;5;77;1;1;Maison;79;4;
28/02/2020;Vente;76;299000 ;ALLAUCH;59;LOT;A251;LE COLOMBIER;13190;13;2;;DD;32;;59;76;1;1;Maison;56;3;
11/06/2020;Vente;76;173000 ;DENGUIN;1;RUE;0191;D'ELISA;64230;64;198;;AK;448;;1;76;1;1;Maison;80;4;
24/02/2020;Vente;76;245000 ;MARSEILLE 13EME;31;PARC;A947;DES VIEUX CYPRES;13013;13;213;880;A;23;;5044;76;1;1;Maison;68;4;
18/06/2020;Vente;76;203000 ;MELUN;17;RUE;1433;DU PRIEURE SAINT SAUVEUR;77000;77;288;;AP;277;;427;76;1;1;Maison;75;4;
25/05/2020;Vente;76;270145 ;PIERRE BENITE;1;RUE;0123;GUILLAUME APOLLINAIRE;69310;69;152;;AK;209;;1;76;1;1;Maison;76;4;221
26/02/2020;Vente;76;353000 ;CHAMPIGNY-SUR-MARNE;29;AV;0685;DE BEAUREGARD;94500;94;17;;CX;119;;44;76;1;1;Maison;76;4;
18/05/2020;Vente;76;210420 ;MIOS;58;AV;0129;DE LA REPUBLIQUE;33380;33;284;;AM;132;;1;76;1;1;Maison;40;3;
29/06/2020;Vente;76;434000 ;IVRY-SUR-SEINE;10;RUE;3120;EMILE BASTARD;94200;94;41;;AC;49;;705;76;1;1;Maison;76;4;
11/02/2020;Vente;76;280000 ;ALLAUCH;9001;;A719;LES TOITS DE LA POUNCHE;13190;13;2;;EN;42;;73;76;1;1;Maison;79;4;
20/05/2020;Vente;76;68000 ;NOYAL;1;RUE;0012;DU BOS;22400;22;160;;AB;58;;2;76;2;1;Maison;77;2;
27/02/2020;Vente;76;187500 ;SURVILLIERS;14;RUE;0028;ANTOINE DE ST EXUPERY;95470;95;604;;AE;116;;307;76;1;1;Maison;85;3;
29/04/2020;Vente;76;131920 ;CHATEAUNEUF S LOIRE;6;ALL;1288;DES MESSAUDIERES;45110;45;82;;BC;472;;31;76;1;1;Maison;76;4;
26/02/2020;Vente;76;57000 ;FOURCHAMBAULT;42;RUE;2160;YVES COGOI;58600;58;117;;AN;273;;115;76;2;1;Maison;75;3;
20/01/2020;Vente;76;550000 ;BAGNOLET;16;RUE;9631;VICTOR HUGO;93170;93;6;;AH;60;;1;76;1;1;Maison;77;4;
28/01/2020;Vente;76;350000 ;MARSEILLE 13EME;17;RUE;9220;DU TROUBADOUR;13013;13;213;885;A;307;;99;76;1;1;Maison;75;4;
06/03/2020;Vente;76;195000 ;LE HEAULME;7;GR;0062;GRANDE RUE;95640;95;303;;A;627;;108;76;1;1;Maison;95;4;
14/05/2020;Vente;76;149000 ;PLOUGASTEL-DAOULAS;44;RUE;1093;VICTOR HUGO;29470;29;189;;BP;244;;49;76;1;1;Maison;76;5;
28/02/2020;Vente;76;152000 ;ANDEVILLE;18;RUE;0035;CHARLES BOUDEVILLE;60570;60;12;;AE;22;;4;76;1;1;Maison;105;1;
21/01/2020;Vente;76;262000 ;NANTES;14;AV;4207;D HOEDIC;44300;44;109;;BE;430;;48;76;1;1;Maison;77;4;
21/02/2020;Vente;76;194000 ;BIGANOS;135;RUE;0138;GEORGES CLEMENCEAU;33380;33;51;;BP;243;;46;76;1;1;Maison;76;4;
12/05/2020;Vente;76;173000 ;ROCHE-LA-MOLIERE;12;RUE;0495;JEAN BAPTISTE LULLY;42230;42;189;;BP;93;;24;76;1;1;Maison;77;4;
06/01/2020;Vente;76;380000 ;GENNEVILLIERS;13;RUE;9650;VILLEBOIS MAREUIL;92230;92;36;;V;801;;18;76;1;1;Maison;75;3;
09/03/2020;Vente;76;248200 ;MENUCOURT;100;RUE;0070;DU LAITIER;95180;95;388;;AB;124;;85;76;1;1;Maison;77;4;
03/02/2020;Vente;76;379000 ;ANTONY;5;ALL;4470;HONORE DE BALZAC;92160;92;2;;CM;206;;15;76;1;1;Maison;76;4;
13/02/2020;Vente;76;97840 ;LA BASTIDE DES JOURDANS;4;RUE;0240;DE L HORLOGE;84240;84;9;;AB;157;;2;76;1;1;Maison;78;4;
19/06/2020;Vente;76;168250 ;ST JEAN DE BRAYE;8;ALL;0805;NUNGESSER ET COLI;45800;45;284;;BK;118;;23;76;1;1;Maison;75;6;
16/03/2020;Vente;76;516750 ;GENTILLY;1;VLA;0040;AMELIE;94250;94;37;;D;38;;2;76;1;1;Maison;111;3;
28/02/2020;Vente;76;240000 ;VERNOUILLET;1;IMP;0140;CULOISEL;78540;78;643;;AD;834;;1;76;1;1;Maison;95;4;
18/02/2020;Vente;76;158000 ;GOUSSAINVILLE;21;RUE;1460;RAYMOND LAPCHIN;95190;95;280;;AP;362;;2;76;1;1;Maison;58;3;
09/06/2020;Vente;76;235000 ;SAINT-MICHEL-SUR-ORGE;24;RUE;1680;DES SABLONS;91240;91;570;;AB;350;;12;76;1;1;Maison;70;4;
16/03/2020;Vente;76;282000 ;CHELLES;4;RUE;3082;DU RAVAUDEUR;77500;77;108;;BY;30;;2;76;1;1;Maison;76;4;153
06/02/2020;Vente;76;290000 ;MAISONS-ALFORT;55;RUE;8115;RASPAIL;94700;94;46;;Q;101;;103;76;2;1;Maison;100;5;
17/06/2020;Vente;76;181500 ;VANDOEUVRE LES NANCY;27;RUE;0034;ANTOINE BIANCAMARIA;54500;54;547;;AK;385;;501;76;2;1;Maison;76;4;
28/02/2020;Vente;76;380000 ;L'HAY-LES-ROSES;26;RUE;1450;CHEVREUL;94240;94;38;;O;77;;323;76;1;1;Maison;95;4;
26/02/2020;Vente;76;198800 ;CESSON;14;SQ;0590;LAURENT DE MEDICIS;77240;77;67;;AI;13;;1203;76;1;1;Maison;87;4;
06/03/2020;Vente;76;183000 ;ARNOUVILLE;30;AV;1048;DE LA REPUBLIQUE;95400;95;19;;AH;100;;19;76;1;1;Maison;58;3;
27/04/2020;Vente;76;237000 ;MELUN;19;RUE;0220;CAMILLE FLAMMARION;77000;77;288;;AR;103;;4;76;1;1;Maison;78;4;
24/02/2020;Vente;76;285000 ;PESSAC;4;ALL;0755;CHAMPLAIN;33600;33;318;;KA;272;;16;76;1;1;Maison;68;4;
03/06/2020;Vente;76;260000 ;ARNOUVILLE;9;ALL;0865;DES MEULES;95400;95;19;;AH;262;;5;76;1;1;Maison;76;4;
15/01/2020;Vente;76;115000 ;LESPARRE-MEDOC;15;RUE;0760;JEAN MERMOZ;33340;33;240;;AK;557;;13;76;1;1;Maison;75;3;
11/02/2020;Vente;76;109000 ;AGEN;12;BD;1180;EDOUARD LACOUR;47000;47;1;;BZ;120;;2;76;1;1;Maison;76;3;
11/03/2020;Vente;76;235000 ;VILLEPINTE;26;RUE;1333;ERIC TABARLY;93420;93;78;;AT;301;;39;76;1;1;Maison;74;4;
12/06/2020;Vente;76;355500 ;CONFLANS SAINTE HONORINE;26;RUE;0400;DE CERGY;78700;78;172;;AC;716;;1;76;1;1;Maison;56;4;
22/05/2020;Vente;76;145000 ;CHAMPAGNE SUR SEINE;19;RUE;0305;GEORGES CLEMENCEAU;77430;77;79;;AH;194;;4;76;1;1;Maison;71;4;
12/05/2020;Vente;76;67153 ;MARSEILLE 13EME;24;PARC;A947;DES VIEUX CYPRES;13013;13;213;880;A;23;;5161;76;1;1;Maison;68;4;
07/02/2020;Vente;76;307000 ;TREMBLAY-EN-FRANCE;75;RUE;0110;DES ARDENNES;93290;93;73;;AP;172;;2;76;2;1;Maison;82;4;
19/05/2020;Vente;75;235600 ;BRIE COMTE ROBERT;10;RUE;0062;CHANTEPIE;77170;77;53;;AC;57;;1;75;1;1;Maison;77;4;
27/02/2020;Vente;75;383000 ;CAGNES SUR MER;7;CHE;1520;DES GROS BUAUX;6800;6;27;;AV;28;;11;75;1;1;Maison;78;4;85
22/05/2020;Vente;75;246000 ;PRESLES;51;RUE;0020;ALEXANDRE PRACHAY;95590;95;504;;AK;42;;1;75;1;1;Maison;74;3;
03/02/2020;Vente;75;258360 ;RENNES;19;BD;3987;DE LA GUERINAIS;35000;35;238;;DP;77;;9;75;1;1;Maison;72;3;
14/02/2020;Vente;75;234000 ;GRETZ-ARMAINVILLIERS;101;BD;1370;ROMAIN ROLLAND;77220;77;215;;D;1629;;25;75;1;1;Maison;74;4;379
13/05/2020;Vente;75;79500 ;BAUBIGNY;3;;B094;LA VALLEE;50270;50;33;;A;277;;1;75;1;1;Maison;63;4;
21/02/2020;Vente;75;300000 ;CONFLANS SAINTE HONORINE;39;RUE;1645;LOUISE WEISS;78700;78;172;;AT;542;;108;75;1;1;Maison;75;4;
10/03/2020;Vente;75;285000 ;GUYANCOURT;11;RUE;0377;OSCAR NIEMEYER;78280;78;297;;BI;116;;19;75;2;1;Maison;74;4;
18/01/2020;Vente;75;112000 ;BLENDECQUES;48;RUE;0020;ALFRED ANDRE;62575;62;139;;AP;36;;48;75;1;1;Maison;60;3;189
24/06/2020;Vente;75;250000 ;OZOIR LA FERRIERE;1;RUE;0572;DES NARCISSES;77330;77;350;;BB;59;;1020;75;1;1;Maison;78;5;
10/06/2020;Vente;75;265000 ;ECQUEVILLY;7;RUE;0096;DU HETRE ROUGE;78920;78;206;;AC;620;;26;75;1;1;Maison;71;4;
07/05/2020;Vente;75;608100 ;LE LAVANDOU;14;BD;0350;DES HAUTES COLLINES;83980;83;70;;BK;1;;14;75;1;1;Maison;56;4;
19/02/2020;Vente;75;220000 ;GUERANDE;9003;CHE;2490;DE TREFFENDI;44350;44;69;;XC;171;;1;75;1;1;Maison;79;4;
