Date mutation;Nature mutation;Surface Carrez du 1er lot;Valeur fonciere;Commune;No voie;Type de voie;Code voie;Voie;Code postal;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
13/03/2020;Vente;103;290000 ;LA QUEUE-EN-BRIE;27;RUE;0260;JEAN JAURES;94510;94;60;;AM;99;;3;103;1;1;Maison;103;4;
05/02/2020;Vente;103;460000 ;SIX-FOURS-LES-PLAGES;87;CHE;1371;DE LA PETUGUE;83140;83;129;;AC;1365;;1;103;1;1;Maison;158;4;
12/05/2020;Vente;103;700000 ;MAISONS-LAFFITTE;7;AV;0590;DESAIX;78600;78;358;;AN;41;;32;103;1;1;Maison;83;5;
24/04/2020;Vente;103;1000000 ;PUTEAUX;45;RUE;4130;GERHARD;92800;92;62;;AB;154;;167;103;1;1;Maison;100;4;
16/05/2020;Vente;103;590000 ;ARCACHON;19;RUE;0100;ALFRED DEJEAN;33120;33;9;;AM;175;;1;103;1;1;Maison;101;5;
19/03/2020;Vente;103;341500 ;CONFLANS SAINTE HONORINE;6;ALL;0046;DES AMETHYSTES;78700;78;172;;AW;247;;13;103;1;1;Maison;103;5;
05/06/2020;Vente;103;335000 ;VILLIERS-SUR-MARNE;48;AV;0960;PASTEUR;94350;94;79;;AH;56;;6;103;1;1;Maison;86;4;
05/02/2020;Vente;103;671000 ;NOGENT-SUR-MARNE;163;;4180;GR  RUE CHARLES DE GAULLE;94130;94;52;;G;121;;103;103;1;1;Maison;109;4;
22/01/2020;Vente;103;270900 ;MEULAN-EN-YVELINES;30;RUE;0076;AUGUSTE RENOIR;78250;78;401;;AN;26;;89;103;1;1;Maison;102;6;
14/03/2020;Vente;103;169000 ;SAINT-PIERRE-LES-NEMOURS;4;RUE;0965;DES GRISARDES;77140;77;431;;BA;43;;42;103;1;1;Maison;91;5;377
13/03/2020;Vente;103;389600 ;BOIS D ARCY;43;ALL;0386;LOUIS GRUEL;78390;78;73;;BH;66;;216;103;1;1;Maison;109;5;
05/02/2020;Vente;103;330900 ;PEONE;865;RTE;0021;DE  LA  ROUILLE  BASSE;6470;6;94;;E;61;;6;103;1;1;Maison;51;3;
17/04/2020;Vente;103;290000 ;LA BUISSE;90;CHE;0025;DU GAY;38500;38;61;;AA;92;;2;103;1;1;Maison;90;4;
13/05/2020;Vente;103;268000 ;MENUCOURT;30;ALL;0200;DU VEXIN;95180;95;388;;AB;124;;1;103;1;1;Maison;83;4;
15/06/2020;Vente;103;268420 ;MEULAN-EN-YVELINES;12;ALL;0415;DES IBIS;78250;78;401;;AP;16;;16;103;1;1;Maison;103;6;
06/03/2020;Vente;103;298000 ;CESSON;6;SQ;0725;DE  NOISEMENT;77240;77;67;;AC;7;;10107;103;1;1;Maison;103;6;
19/05/2020;Vente;103;273000 ;BOUFFEMONT;1;ALL;0130;EDISON;95570;95;91;;AL;102;;113;103;2;1;Maison;96;5;
29/05/2020;Vente;103;257000 ;PONTAULT COMBAULT;82;IMP;1136;DES TILLEULS;77340;77;373;;AD;762;;82;103;1;1;Maison;83;4;
15/05/2020;Vente;103;410000 ;ORNEX;195;IMP;0123;DU SAUGY;1210;1;281;;AO;290;;7;103;1;1;Maison;103;4;
29/05/2020;Vente;102;310000 ;MEAUX;43;RUE;0650;JEAN JAURES;77100;77;284;;BC;1119;;1;102;1;1;Maison;82;3;
02/06/2020;Vente;102;250300 ;CHATEAUGIRON;16;RUE;0260;DE LA MADELEINE;35410;35;69;;AB;173;;2;102;1;1;Maison;109;4;
10/03/2020;Vente;102;265000 ;FRANCONVILLE LA GARENNE;6;RUE;0124;DU BOUT DU MONDE;95130;95;252;;AM;526;;46;102;1;1;Maison;100;5;
25/05/2020;Vente;102;660000 ;NICE;32;CHE;3323;JEAN BAGNIS;6200;6;88;;AW;127;;10;102;1;1;Maison;95;4;
30/06/2020;Vente;102;21600 ;CLERMONT CREANS;16;RUE;0201;NATIONALE;72200;72;84;;AB;225;;2;102;2;1;Maison;101;3;
27/01/2020;Vente;102;789950 ;ARCACHON;12;RUE;0590;DES DUBROCS;33120;33;9;;AM;470;;1;102;2;1;Maison;126;4;
10/03/2020;Vente;102;297000 ;DAMPMART;12;CHE;0760;DES TARTREUX;77400;77;155;;AD;457;;1;102;1;1;Maison;92;4;
21/04/2020;Vente;102;155000 ;MONTAIGU-VENDEE;29;RUE;1382;FRANCOIS TRUFFAUT;85600;85;146;;AI;530;;29;102;1;1;Maison;103;6;
27/03/2020;Vente;102;270000 ;BRIE COMTE ROBERT;7;RUE;0450;PASTEUR;77170;77;53;;AO;358;;2;102;1;1;Maison;101;5;
26/03/2020;Vente;102;200000 ;LUNEL;190;RUE;1060;PIERRE MAGNOL;34400;34;145;;BV;497;;19;102;1;1;Maison;107;5;
16/01/2020;Vente;102;339000 ;MONTIGNY LES CORMEILLES;6;ALL;0318;FANTIN LATOUR;95370;95;424;;AR;343;;17;102;1;1;Maison;110;4;
14/01/2020;Vente;102;237500 ;GIVORS;64;RTE;1105;DE VARISSAN;69700;69;91;;BI;1563;;6;102;1;1;Maison;102;4;
29/01/2020;Vente;102;350000 ;PONTAULT COMBAULT;2;RUE;0615;GERARD;77340;77;373;;AM;33;;165;102;1;1;Maison;100;5;
28/02/2020;Vente;102;280000 ;BRIE COMTE ROBERT;7;RUE;0450;PASTEUR;77170;77;53;;AO;358;;7;102;1;1;Maison;101;5;
06/02/2020;Vente;102;418000 ;SUCY-EN-BRIE;31;RUE;0690;HENRI CLAUTEAUX;94370;94;71;;AY;233;;1;102;1;1;Maison;80;3;
11/05/2020;Vente;102;355000 ;MERIGNAC;90;RUE;1430;DU JARD;33700;33;281;;BR;745;;1;102;1;1;Maison;109;4;
26/06/2020;Vente;102;265000 ;MEULAN-EN-YVELINES;78;ALL;0425;DE L ILE DE FRANCE;78250;78;401;;AL;33;;39;102;1;1;Maison;103;6;
21/04/2020;Vente;102;195000 ;MARSEILLE 4EME;62;RUE;0128;ALBE;13004;13;204;816;C;302;;1;102;1;1;Maison;49;2;
13/05/2020;Vente;102;360600 ;VILLENEUVE-D'ASCQ;108;RUE;3020;CHARLES LE BON;59650;59;9;;MZ;165;;1;102;1;1;Maison;107;5;
10/04/2020;Vente;102;375000 ;BORDEAUX;30;BD;4070;GODARD;33300;33;63;;PW;55;;25;102;1;1;Maison;101;4;
04/03/2020;Vente;102;564400 ;VICO;5384;;B311;SOLANA;20118;;348;;A;1353;;40;102;1;1;Maison;98;4;
03/01/2020;Vente;102;331000 ;SAINT-GERMAIN-DE-LA-GRANGE;3;RUE;0154;LOUIS PASTEUR;78640;78;550;;A;76;;3;102;1;1;Maison;107;6;
11/05/2020;Vente;102;230000 ;MELUN;12;CHE;0162;DU BAS DE TROIS MOULINS;77000;77;288;;AN;125;;2;102;1;1;Maison;104;4;
22/06/2020;Vente;102;309000 ;LESIGNY;1;RUE;0290;DU CHATEAU DE VAUX;77150;77;249;;AX;166;;5;102;1;1;Maison;95;5;
31/01/2020;Vente;102;250000 ;PONTOISE;6;RUE;1116;DES MARADAS ORANGE;95000;95;500;;BO;24;;17;102;1;1;Maison;100;5;
28/05/2020;Vente;102;479500 ;NANTES;87;BD;0224;DES AMERICAINS;44300;44;109;;MW;58;;2;102;1;1;Maison;100;5;
16/01/2020;Vente;102;467000 ;VILLENEUVE-LOUBET;9001;HAM;A205;DU SOLEIL GR HORTENSIAS;6270;6;161;;AA;78;;1576;102;1;1;Maison;112;4;
12/05/2020;Vente;102;358000 ;LA GARDE;94;RUE;2415;DES PETUNIAS;83130;83;62;;AK;340;;2;102;1;1;Maison;88;5;
24/02/2020;Vente;102;255000 ;LUNEL;325;RUE;0623;DU MONT VENTOUX;34400;34;145;;BW;5;;116;102;1;1;Maison;102;5;
25/05/2020;Vente;102;255000 ;SAINTRY-SUR-SEINE;3;ALL;0205;DE LA PEUPLERAIE;91250;91;577;;AI;289;;7;102;1;1;Maison;88;5;
29/05/2020;Vente;102;332500 ;SAINT-ETIENNE-DE-CROSSEY;129;CHE;0073;DE LA MORGE;38960;38;383;;C;1250;;16;102;1;1;Maison;86;4;
24/02/2020;Vente;102;360000 ;LA SEYNE SUR MER;1121;CHE;1584;DU ROUQUIER;83500;83;126;;BC;744;;7;102;1;1;Maison;102;4;
18/05/2020;Vente;102;545810 ;TASSIN-LA-DEMI-LUNE;51;RUE;0911;DU PROFESSEUR DEPERET;69160;69;244;;AI;336;;2;102;1;1;Maison;100;4;
15/04/2020;Vente;102;540000 ;THOIRY;20;;0190;HAMEAU DES CHENES;1710;1;419;;BR;126;;1;102;1;1;Maison;102;6;
27/05/2020;Vente;102;274000 ;CASTANET TOLOSAN;1;IMP;0959;DU TERTRE;31320;31;113;;CB;29;;14;102;1;1;Maison;103;4;
12/02/2020;Vente;102;200500 ;ORLEANS;11;RUE;6561;THEOPHILE GAUTIER;45100;45;234;;ES;131;;18;102;1;1;Maison;103;4;
14/04/2020;Vente;102;380000 ;SAINT LAURENT DU VAR;1880;RTE;0888;DE ST JEANNET;6700;6;123;;BD;2;;21;102;1;1;Maison;115;5;
15/05/2020;Vente;101;207600 ;IDRON;29;RUE;1408;SAINT MARC;64320;64;269;;AR;47;;1;101;1;1;Maison;94;4;348
02/06/2020;Vente;101;365000 ;ORGEVAL;23;ALL;1420;DES PRES DU HAUT;78630;78;466;;AI;30;;23;101;1;1;Maison;115;4;
13/01/2020;Vente;101;247000 ;TORCY;7;ALL;0485;DE LA TOURNELLE;77200;77;468;;BE;24;;39;101;1;1;Maison;89;5;
30/01/2020;Vente;101;457000 ;SANARY SUR MER;76;ALL;0399;ECUYER DU ROY;83110;83;123;;AL;1432;;2;101;1;1;Maison;100;4;600
26/06/2020;Vente;101;266000 ;REZE;174;RUE;1540;DU GENETAIS;44400;44;143;;BV;278;;8;101;1;1;Maison;104;5;
09/04/2020;Vente;101;783350 ;COLOMBES;143;AV;4442;HENRI BARBUSSE;92700;92;25;;AJ;327;;8;101;1;1;Maison;102;4;
14/04/2020;Vente;101;224000 ;LE HAVRE;5;RUE;4565;JULES GUESDE;76620;76;351;;PK;267;;1;101;1;1;Maison;123;4;123
14/01/2020;Vente;101;213500 ;SAINT-JOSEPH;9001;;B036;PIZAY;42800;42;242;;AN;223;;13;101;1;1;Maison;99;4;
30/04/2020;Vente;101;285000 ;SEREZIN-DU-RHONE;7;RUE;0115;DE LA SARRAZINIERE;69360;69;294;;AO;34;;2;101;1;1;Maison;103;5;
24/01/2020;Vente;101;375500 ;CERNAY-LA-VILLE;34;ALL;0278;DES POMMIERS;78720;78;128;;ZE;46;;34;101;1;1;Maison;92;4;
24/01/2020;Vente;101;270000 ;BENERVILLE-SUR-MER;5348;;B010;CHEM DE TOUQUES;14910;14;59;;AC;11;;131;101;1;1;Maison;100;4;
06/03/2020;Vente;101;204750 ;HANCHES;1;RUE;0038;DU CHEMIN NEUF;28130;28;191;;AD;367;;62;101;4;1;Maison;100;4;
09/01/2020;Vente;101;260000 ;GONESSE;12;RUE;0453;GEORGES BIZET;95500;95;277;;AC;464;;63;101;1;1;Maison;109;4;
12/05/2020;Vente;101;238000 ;CHARTAINVILLIERS;2;RUE;0060;DE LA LIBERATION;28130;28;84;;A;1134;;3;101;1;1;Maison;100;4;
29/05/2020;Vente;101;279000 ;RIS-ORANGIS;9;RUE;0512;ANDRE BRETON;91130;91;521;;BC;220;;22;101;1;1;Maison;92;5;
31/03/2020;Vente;101;494000 ;MOUGINS;173;ACH;0019;DE MOUGINS;6250;6;85;;CL;244;;1;101;1;1;Maison;103;5;
25/05/2020;Vente;101;259000 ;ARPAJON;36;RUE;0860;DE LA LIBERATION;91290;91;21;;AE;753;;1;101;1;1;Maison;100;4;
04/02/2020;Vente;101;465000 ;TOULON;1;IMP;5545;DES PALMIERS;83000;83;137;;BP;717;;1;101;1;1;Maison;103;4;
02/06/2020;Vente;101;172400 ;SAINT-MARCELLIN;;RUE;1130;DE LA SONE;38160;38;416;;AK;397;;4;101;1;1;Maison;100;4;
04/03/2020;Vente;101;384000 ;GOURNAY SUR MARNE;1;ALL;0844;DES SYCOMORES;93460;93;33;;B;354;;1025;101;1;1;Maison;100;5;
08/04/2020;Vente;101;345000 ;NANTERRE;73;AV;4140;GEORGES CLEMENCEAU;92000;92;50;;CI;15;;1;101;1;1;Maison;40;3;
13/03/2020;Vente;101;249000 ;MAFFLIERS;62;RTE;0341;NATIONALE 1;95560;95;353;;AB;2;;2;101;1;1;Maison;101;5;
14/01/2020;Vente;101;105000 ;LUNEL;125;RUE;1094;DES CEPES;34400;34;145;;CZ;425;;1;101;1;1;Maison;140;5;
26/06/2020;Vente;101;316484 ;FLOURENS;8;RTE;0210;DE MONS;31130;31;184;;ZB;24;;2;101;1;1;Maison;126;5;
16/03/2020;Vente;101;345000 ;NOISEAU;22;RUE;0150;CHARLES GOUNOD;94880;94;53;;AD;70;;99;101;1;1;Maison;100;5;
03/06/2020;Vente;101;323000 ;AIGUES-MORTES;9;LOT;A052;LE STADE;30220;30;3;;AO;270;;2;101;1;1;Maison;86;4;
07/05/2020;Vente;101;292600 ;AIGUES-MORTES;9001;;A044;LES RIVES DE LA TOUR;30220;30;3;;AI;266;;36;101;2;1;Maison;89;5;
14/02/2020;Vente;101;556900 ;CLAMART;129;RUE;6155;MARIE FICHET;92140;92;23;;BS;65;;1;101;1;1;Maison;56;3;
20/01/2020;Vente;101;245500 ;GONESSE;9;RUE;0057;ANDRE MESSAGER;95500;95;277;;AC;464;;21;101;1;1;Maison;109;4;
18/02/2020;Vente;101;350000 ;VILLEPINTE;13;AV;1060;P VAILLANT COUTURIER;93420;93;78;;BP;127;;1;101;2;1;Maison;100;5;
18/02/2020;Vente;101;330000 ;VILLEPINTE;13;AV;1060;P VAILLANT COUTURIER;93420;93;78;;BP;127;;2;101;2;1;Maison;101;5;
28/02/2020;Vente;101;403900 ;LA FARLEDE;21;RUE;0048;DE LA CONDAMINE;83210;83;54;;AE;257;;21;101;1;1;Maison;72;3;
29/05/2020;Vente;101;340000 ;NANTES;11;AV;5098;LOUIS LACHENAL;44300;44;109;;BV;322;;22;101;1;1;Maison;110;5;
13/01/2020;Vente;101;360250 ;GIERES;3;CHE;0045;DE LA CARRIERE;38610;38;179;;AL;247;;2;101;1;1;Maison;98;5;
30/01/2020;Vente;101;257200 ;HERBLAY-SUR-SEINE;8;ALL;0417;DE L ESCAPADE;95220;95;306;;AD;596;;27;101;1;1;Maison;72;4;
22/06/2020;Vente;101;166000 ;ROMANS-SUR-ISERE;3;RUE;0020;ALBERT TRIBOULET;26100;26;281;;CL;258;;1;101;1;1;Maison;114;4;
18/05/2020;Vente;101;463700 ;LE BOUSCAT;38;RUE;1590;ROGER SALENGRO;33110;33;69;;AO;344;;1;101;1;1;Maison;85;4;
19/06/2020;Vente;101;204000 ;ORMOY-LA-RIVIERE;24;RUE;0065;DE LENDREVILLE;91150;91;469;;AB;453;;24;101;1;1;Maison;102;6;
14/02/2020;Vente;101;584000 ;NICE;352;AV;2370;DE FABRON;6200;6;88;;MW;50;;9;101;1;1;Maison;102;5;
16/06/2020;Vente;101;230000 ;LORMONT;17;PL;0050;AUBERNY;33310;33;249;;AZ;335;;2;101;1;1;Maison;65;4;
26/06/2020;Vente;101;369000 ;VILLIERS-SUR-ORGE;8;RUE;0178;SALVADOR ALLENDE;91700;91;685;;AH;46;;313;101;1;1;Maison;121;5;
19/06/2020;Vente;101;281750 ;GRADIGNAN;2;ALL;9757;VERIGNAC;33170;33;192;;BC;42;;7;101;1;1;Maison;101;5;
04/02/2020;Vente;101;190000 ;NOYAL-CHATILLON-SUR-SEICHE;1;ALL;0555;DES ARENES;35230;35;206;73;AO;921;;1;101;1;1;Maison;100;5;
13/03/2020;Vente;100;317600 ;VILLIERS-SUR-ORGE;5;ALL;0112;DES LILAS;91700;91;685;;AH;46;;396;100;1;1;Maison;121;5;
29/05/2020;Vente;100;309000 ;ROISSY-EN-BRIE;18;AV;0740;DE MULHOUSE;77680;77;390;;D;1560;;5;100;1;1;Maison;86;4;
07/02/2020;Vente;100;292930 ;RUMILLY;12;RUE;1163;DES TREILLES;74150;74;225;;E;35;;302;100;1;1;Maison;103;5;
14/02/2020;Vente;100;180000 ;MORET-LOING-ET-ORVANNE;34;RUE;0793;LEON RICHET;77250;77;316;491;AN;382;;24;100;1;1;Maison;100;5;479
08/01/2020;Vente;100;543000 ;CRETEIL;56;RUE;3120;DES ECOLES;94000;94;28;;V;44;;47;100;1;1;Maison;100;4;
19/05/2020;Vente;100;454650 ;CONFLANS SAINTE HONORINE;3;RUE;0949;FAMILLE FRAJENBERG;78700;78;172;;BL;414;;22;100;1;1;Maison;100;5;
15/05/2020;Vente;100;222695 ;VALENCE;57;ALL;0284;ANTONIO VIVALDI;26000;26;362;;AW;239;;27;100;1;1;Maison;97;4;
10/01/2020;Vente;100;537700 ;MOUANS-SARTOUX;1091;CHE;0390;DU PUITS DU PLAN;6370;6;84;;BD;1;;9;100;1;1;Maison;102;3;961
10/01/2020;Vente;100;537700 ;MOUANS-SARTOUX;1091;CHE;0390;DU PUITS DU PLAN;6370;6;84;;BD;1;;9;100;1;1;Maison;102;3;500
22/06/2020;Vente;100;473000 ;ANTONY;11;RUE;3148;EMILE SEITZ;92160;92;2;;CJ;210;;7;100;1;1;Maison;128;5;
27/05/2020;Vente;100;273000 ;MELUN;65;RUE;1433;DU PRIEURE SAINT SAUVEUR;77000;77;288;;AP;277;;541;100;1;1;Maison;103;4;
17/01/2020;Vente;100;255000 ;PARMAIN;97;ALL;0196;JULES MASSENET;95620;95;480;;AD;212;;1227;100;1;1;Maison;75;4;
15/05/2020;Vente;100;247000 ;PODENSAC;5;;A195;LOT LE HAMEAU DES VIGNES;33720;33;327;;C;1423;;1;100;1;1;Maison;100;5;
13/02/2020;Vente;100;245000 ;PIERRELAYE;11;RUE;0120;DU DRAIN;95480;95;488;;AC;59;;1;100;2;1;Maison;84;3;
09/06/2020;Vente;100;144000 ;CHORGES;9007;RUE;0018;DES EYGUIERES;5230;5;40;;AD;359;;3;100;1;1;Maison;100;5;
20/02/2020;Vente;100;233000 ;BOUFFEMONT;18;RUE;0141;DE GASCOGNE;95570;95;91;;AL;104;;84;100;1;1;Maison;90;5;
20/05/2020;Vente;100;224000 ;MOISSY-CRAMAYEL;147;RUE;1640;DES ERABLES;77550;77;296;;AL;100;;33;100;1;1;Maison;82;4;
19/06/2020;Vente;100;170500 ;BAIN-DE-BRETAGNE;10;IMP;0105;DES CANNAS;35470;35;12;;AE;450;;65;100;1;1;Maison;97;5;
15/06/2020;Vente;100;475000 ;VITRY-SUR-SEINE;114;RUE;1449;CHAMPOLLION;94400;94;81;;AD;40;;137;100;1;1;Maison;76;5;
26/05/2020;Vente;100;320000 ;CERGY;12;RUE;0016;DE L AMANDIER;95000;95;127;;AK;696;;3;100;1;1;Maison;82;4;
29/04/2020;Vente;100;170000 ;YERRES;56;RUE;1650;GABRIEL PERI;91330;91;691;;AR;100;;3;100;1;1;Maison;126;4;
07/02/2020;Vente;100;585000 ;CAGNES SUR MER;73;CHE;0840;DES COLLETTES;6800;6;27;;AD;192;;142;100;3;1;Maison;110;3;
29/06/2020;Vente;100;542850 ;BRY-SUR-MARNE;11;RUE;5120;LEON MENU;94360;94;15;;AE;232;;2;100;1;1;Maison;103;4;
30/01/2020;Vente;100;322000 ;SAINT-WITZ;13;SQ;0323;DES ROUGES GORGES;95470;95;580;;AE;65;;70;100;1;1;Maison;100;4;
10/01/2020;Vente;100;1490000 ;BOULOGNE-BILLANCOURT;160;RUE;4110;GALLIENI;92100;92;12;;AD;53;;6;100;1;1;Maison;72;4;
29/06/2020;Vente;100;520000 ;NANTES;11;BD;4220;HONORE DE BALZAC;44100;44;109;;HX;70;;1;100;2;1;Maison;100;4;
11/02/2020;Vente;100;420000 ;LA SEYNE SUR MER;11;RUE;1148;DU LOT LES MIMOSAS;83500;83;126;;BH;283;;2;100;1;1;Maison;94;4;
29/05/2020;Vente;100;363700 ;LINAS;44;CHE;0220;DE LA GOUTTIERE;91310;91;339;;AL;1320;;1;100;1;1;Maison;78;3;
01/06/2020;Vente;100;325000 ;LE PLESSIS PATE;7;AV;0095;DU PARC;91220;91;494;;AC;123;;101;100;1;1;Maison;95;4;
12/05/2020;Vente;100;200000 ;FRONTON;815;CHE;0023;DU BUGUET;31620;31;202;;F;1160;;1;100;1;1;Maison;111;4;
17/04/2020;Vente;100;279000 ;TORCY;31;ALL;0500;DU VIVIER;77200;77;468;;BE;24;;66;100;1;1;Maison;85;4;
04/03/2020;Vente;100;260000 ;NOTRE-DAME-DE-MESAGE;145;MTE;0097;DU CHAMPBORD;38220;38;279;;B;943;;4;100;1;1;Maison;100;5;372
21/02/2020;Vente;100;332564 ;ST OUEN L AUMONE;9;RUE;0743;DES TERRES DE LA FERME;95310;95;572;;BI;149;;22;100;1;1;Maison;103;4;
18/02/2020;Vente;100;262000 ;ST OUEN L AUMONE;9;RUE;0743;DES TERRES DE LA FERME;95310;95;572;;BI;149;;22;100;1;1;Maison;103;4;
17/06/2020;Vente;100;277000 ;LA TRINITE;6;IMP;0305;FERNAND LEGER;6340;6;149;;AC;102;;519;100;1;1;Maison;102;5;
06/02/2020;Vente;100;240000 ;BRECH;4;RUE;0012;DE LA BATAILLE;56400;56;23;;AD;38;;26;100;1;1;Maison;105;4;
08/04/2020;Vente;100;420500 ;PONTAULT COMBAULT;1;RUE;0765;LUCE DE LANCIVAL;77340;77;373;;AM;33;;656;100;1;1;Maison;100;4;
06/02/2020;Vente;100;310500 ;BRIE COMTE ROBERT;2;ALL;0215;FRANCOIS VILLON;77170;77;53;;AO;205;;1;100;1;1;Maison;110;5;
31/03/2020;Vente;100;508294 ;MURIANETTE;56;ALL;0145;DE LA MERISE;38420;38;271;;AD;57;;2;100;1;1;Maison;99;5;
19/05/2020;Vente;100;199000 ;NANGIS;19;RUE;0293;JEAN JAURES;77370;77;327;;AH;347;;10;100;1;1;Maison;100;5;
14/05/2020;Vente;100;148100 ;LIMOGES;11;RUE;0321;DE L AUTIER;87280;87;85;;LV;2;;43;100;1;1;Maison;100;5;
18/05/2020;Vente;100;72000 ;BOULAY-LES-BARRES;4;RUE;0060;DE VIGNOLLES;45140;45;46;;AA;38;;1;100;1;1;Maison;110;4;
23/06/2020;Vente;100;329000 ;PIERRELAYE;16;RUE;0357;DES TILLEULS;95480;95;488;;AB;836;;32;100;1;1;Maison;104;5;
02/03/2020;Vente;100;162000 ;SAINT-SERNIN;6;LOT;A020;LES LAVANDES ALLEE 1;7200;7;296;;C;1467;;6;100;1;1;Maison;99;5;
29/05/2020;Vente;100;563000 ;NICE;156;COR;4576;DES OLIVIERS;6000;6;88;;DK;279;;204;100;1;1;Maison;100;4;
29/05/2020;Vente;100;195000 ;GAINNEVILLE;15;RUE;0110;DE LA QUEUE DU GRIL;76700;76;296;;AE;343;;12;100;1;1;Maison;82;5;
09/06/2020;Vente;100;235000 ;TORCY;6;IMP;0140;DE LA FAISANDERIE;77200;77;468;;BI;18;;71;100;1;1;Maison;106;8;
17/03/2020;Vente;99;250820 ;GRENOBLE;110;AV;4075;JULES VALLES;38100;38;185;;DX;42;;12;99;1;1;Maison;85;5;
03/03/2020;Vente;99;344000 ;LES ULIS;3;ALL;1090;RAVEL;91940;91;692;;BP;3;;99;99;1;1;Maison;100;5;
16/04/2020;Vente;99;609415 ;JOUY EN JOSAS;4;RUE;0521;DES PINCEAUTEUSES;78350;78;322;;AB;611;;19;99;1;1;Maison;100;4;
04/03/2020;Vente;99;750000 ;PUTEAUX;40;RUE;8180;ROUGET DE LISLE;92800;92;62;;V;232;;201;99;1;1;Maison;96;5;
19/05/2020;Vente;99;321280 ;REIMS;42;RUE;7790;DE ST BRICE;51100;51;454;;AT;247;;4;99;1;1;Maison;99;4;
29/05/2020;Vente;99;310000 ;ERAGNY-SUR-OISE;125;RUE;0300;DE LA MARNE;95610;95;218;;BI;4;;22;99;1;1;Maison;101;4;
12/05/2020;Vente;99;191500 ;LE MANS;66;RUE;2537;GUILLAUME APOLLINAIRE;72000;72;181;;BR;382;;13;99;1;1;Maison;92;5;
20/02/2020;Vente;99;505000 ;ECHENEVEX;923;RTE;0145;DE MURY;1170;1;153;;AD;107;;5;99;1;1;Maison;86;4;
12/02/2020;Vente;99;395000 ;SAINT-GERMAIN-DE-LA-GRANGE;7;RUE;0057;DU HAUT BOUTRON;78640;78;550;;F;658;;21;99;1;1;Maison;100;5;
14/04/2020;Vente;99;300000 ;BRETIGNY SUR ORGE;30;;0290;CENT RES BELLEVUE;91220;91;103;;AM;203;;62;99;1;1;Maison;100;5;
21/02/2020;Vente;99;115500 ;MARMANDE;123;RUE;1313;DE TOMBELOLY;47200;47;157;;KK;128;;57;99;1;1;Maison;80;4;
15/01/2020;Vente;99;355000 ;HYERES;56;CHE;0230;DU BAYE;83400;83;69;;AW;485;;2;99;1;1;Maison;103;5;
18/06/2020;Vente;99;303400 ;BRIANCON;46;RUE;0460;JOSEPH SILVESTRE;5100;5;23;;AV;244;;1;99;1;1;Maison;91;5;
26/06/2020;Vente;99;331000 ;GOUVIEUX;9;SQ;0272;ETIENNE JODELLE;60270;60;282;;AZ;123;;21;99;1;1;Maison;96;5;
04/06/2020;Vente;99;218050 ;SAINT-HILAIRE-D OZILHAN;5464;CHE;0110;DE LA SABATIERE;30210;30;260;;ZE;554;;1;99;1;1;Maison;100;4;
28/02/2020;Vente;99;260000 ;BOUSSY-SAINT-ANTOINE;47;VIL;A430;DES SORBIERS;91800;91;97;;AN;7;;66;99;1;1;Maison;92;6;
31/01/2020;Vente;99;145000 ;HERBIERS (LES);19;RUE;2266;CAMILLE SAINT SAENS;85500;85;109;;AT;78;;45;99;1;1;Maison;101;5;
11/05/2020;Vente;99;314000 ;IRIGNY;51;ALL;0141;DE LA CLAIRIERE;69540;69;100;;AX;11;;51;99;1;1;Maison;98;5;255
11/05/2020;Vente;99;314000 ;IRIGNY;51;ALL;0141;DE LA CLAIRIERE;69540;69;100;;AX;11;;51;99;1;1;Maison;98;5;40
28/05/2020;Vente;99;316000 ;LES ULIS;6;ALL;1100;REMBRANDT;91940;91;692;;BP;3;;143;99;1;1;Maison;100;5;
13/02/2020;Vente;99;550000 ;MOUGINS;1435;CHE;0550;DU GRAND VALLON;6250;6;85;;DO;8;;44;99;1;1;Maison;101;4;
06/03/2020;Vente;99;440000 ;ROQUEBRUNE-SUR-ARGENS;751;CHE;0905;DES FOURQUES;83520;83;107;;AN;788;;1;99;1;1;Maison;100;5;
18/02/2020;Vente;99;237000 ;MEAUX;1;IMP;0495;GEORGES GASSIES;77100;77;284;;AY;62;;1;99;1;1;Maison;99;4;1
23/01/2020;Vente;99;115000 ;OSNY;13;;A534;LE PLATEAU DE LA RAVINIERE;95520;95;476;;AV;32;;1023;99;1;1;Maison;107;5;
14/02/2020;Vente;99;390000 ;THOIRY;88;RUE;0275;DU PETIT CHAMP;1710;1;419;;BR;100;;5;99;1;1;Maison;102;4;
14/02/2020;Vente;99;163030 ;BREST;50;RUE;4581;ROBERT DOISNEAU;29200;29;19;;BY;179;;1802;99;1;1;Maison;87;4;
13/01/2020;Vente;99;435000 ;L'ISLE-ADAM;7;RUE;0605;DES ROSIERS;95290;95;313;;AC;94;;36;99;1;1;Maison;85;5;
25/05/2020;Vente;99;261000 ;CESSON;7;SQ;0990;DE LA TOURMALINE;77240;77;67;;AI;13;;222;99;1;1;Maison;109;5;
28/02/2020;Vente;99;323200 ;ESSARTS-LE-ROI (LES);11;RUE;0010;D ALSACE LORRAINE;78690;78;220;;AN;30;;35;99;1;1;Maison;80;4;
